student_id,Frame,Emotions,Main Emotion,Face Position
student_6,110,"{'angry': 1.1652286774996171e-08, 'disgust': 1.941914757580463e-16, 'fear': 0.0011221548207154576, 'happy': 0.0001358673297583676, 'sad': 99.99874234192028, 'surprise': 1.2815612564550049e-15, 'neutral': 5.490902282623912e-07}",sad,"{'x': 1683, 'y': 347, 'w': 97, 'h': 176, 'left_eye': (1706, 410), 'right_eye': (1703, 411)}"
student_4,110,"{'angry': 0.8086545392870903, 'disgust': 5.459471452695652e-06, 'fear': 1.6876045614480972, 'happy': 0.012002845323877409, 'sad': 8.012435585260391, 'surprise': 0.053278967970982194, 'neutral': 89.42602276802063}",neutral,"{'x': 1090, 'y': 102, 'w': 100, 'h': 133, 'left_eye': (1120, 162), 'right_eye': (1166, 161)}"
student_5,120,"{'angry': 0.11984187876805663, 'disgust': 1.7256947870691874e-06, 'fear': 0.2865166636183858, 'happy': 67.15017557144165, 'sad': 25.531011819839478, 'surprise': 0.0189199490705505, 'neutral': 6.893531233072281}",happy,"{'x': 239, 'y': 460, 'w': 153, 'h': 183, 'left_eye': (302, 539), 'right_eye': (370, 533)}"
student_0,120,"{'angry': 0.044056994943604474, 'disgust': 6.861226480199729e-10, 'fear': 0.012880793575903795, 'happy': 0.006133182611039491, 'sad': 0.8729885222925517, 'surprise': 0.003966441618204557, 'neutral': 99.05996929884323}",neutral,"{'x': 1375, 'y': 286, 'w': 143, 'h': 176, 'left_eye': (1422, 362), 'right_eye': (1490, 357)}"
student_3,120,"{'angry': 0.18502226969359933, 'disgust': 2.366735428819423e-05, 'fear': 1.652939529892178, 'happy': 15.456942645129123, 'sad': 60.19989610909796, 'surprise': 0.001025808039437248, 'neutral': 22.50415220881416}",sad,"{'x': 1687, 'y': 356, 'w': 138, 'h': 192, 'left_eye': (1705, 436), 'right_eye': (1729, 437)}"
student_1,120,"{'angry': 0.002605267582111992, 'disgust': 1.079910222660449e-11, 'fear': 80.02550601959229, 'happy': 3.407924111797911e-05, 'sad': 9.48568806052208, 'surprise': 4.645890783194773e-06, 'neutral': 10.486158728599548}",fear,"{'x': 595, 'y': 480, 'w': 158, 'h': 194, 'left_eye': (613, 567), 'right_eye': (676, 580)}"
student_2,120,"{'angry': 0.020038919786448468, 'disgust': 2.3569330115789962e-07, 'fear': 0.2665288672389905, 'happy': 7.53156586469113e-06, 'sad': 99.20922513063104, 'surprise': 4.5239861777620164e-08, 'neutral': 0.5042030310900826}",sad,"{'x': 488, 'y': 170, 'w': 104, 'h': 134, 'left_eye': (528, 234), 'right_eye': (571, 230)}"
student_4,120,"{'angry': 1.0866297125297613, 'disgust': 7.094416073359437e-05, 'fear': 3.0914796496319563, 'happy': 0.030040483733258173, 'sad': 6.3738863989047045, 'surprise': 0.4241950131472953, 'neutral': 88.99369770250902}",neutral,"{'x': 1090, 'y': 103, 'w': 100, 'h': 135, 'left_eye': (1119, 164), 'right_eye': (1166, 162)}"
student_5,130,"{'angry': 0.20925505086779594, 'disgust': 7.0964482290492015e-06, 'fear': 0.18535839626565576, 'happy': 89.48840498924255, 'sad': 0.08701952174305916, 'surprise': 0.03812638751696795, 'neutral': 9.991836547851562}",happy,"{'x': 239, 'y': 453, 'w': 156, 'h': 187, 'left_eye': (302, 529), 'right_eye': (370, 528)}"
student_0,130,"{'angry': 0.002066978777293116, 'disgust': 1.021436353467603e-11, 'fear': 0.0003306286089355126, 'happy': 0.021111592650413513, 'sad': 0.08202357566915452, 'surprise': 0.001878487273643259, 'neutral': 99.89258646965027}",neutral,"{'x': 1375, 'y': 294, 'w': 143, 'h': 171, 'left_eye': (1422, 365), 'right_eye': (1489, 362)}"
student_3,130,"{'angry': 0.5806570180467345, 'disgust': 1.669033601091476e-08, 'fear': 52.892702473079865, 'happy': 41.58567588500072, 'sad': 4.775070202342247, 'surprise': 0.16034595153827053, 'neutral': 0.005539851621397764}",fear,"{'x': 1693, 'y': 385, 'w': 158, 'h': 188, 'left_eye': (1710, 458), 'right_eye': (1759, 457)}"
student_2,130,"{'angry': 0.010126224391235375, 'disgust': 1.2073375241988146e-07, 'fear': 0.2879836069708232, 'happy': 6.2871823497851275e-06, 'sad': 99.27374120198138, 'surprise': 2.234103868506463e-08, 'neutral': 0.42814125996179936}",sad,"{'x': 487, 'y': 171, 'w': 104, 'h': 134, 'left_eye': (527, 234), 'right_eye': (571, 231)}"
student_1,130,"{'angry': 0.030872871866449714, 'disgust': 1.2418253092505438e-06, 'fear': 94.52682137489319, 'happy': 0.030283821979537606, 'sad': 4.624826088547707, 'surprise': 2.8332884483006637e-06, 'neutral': 0.7871977984905243}",fear,"{'x': 593, 'y': 483, 'w': 160, 'h': 195, 'left_eye': (612, 567), 'right_eye': (674, 579)}"
student_4,130,"{'angry': 0.0633993768133223, 'disgust': 6.667412399963268e-07, 'fear': 23.23080450296402, 'happy': 0.00804726078058593, 'sad': 6.167734786868095, 'surprise': 1.9259963184595108, 'neutral': 68.60401630401611}",neutral,"{'x': 1089, 'y': 105, 'w': 100, 'h': 136, 'left_eye': (1118, 165), 'right_eye': (1164, 164)}"
student_5,140,"{'angry': 0.781029369668923, 'disgust': 0.00016715641636870978, 'fear': 13.13056726041837, 'happy': 81.41102083987121, 'sad': 0.2861853626704432, 'surprise': 0.534113248980835, 'neutral': 3.8569225434614745}",happy,"{'x': 236, 'y': 457, 'w': 158, 'h': 188, 'left_eye': (298, 532), 'right_eye': (368, 532)}"
